x_,y_,t_,sex,id,name
589790.618834955,4744634.55625757,2010/03/24 23:44:23.001+00,M,M4,Ricky T
589799.608571614,4744627.02110045,2010/03/24 23:46:10.998+00,M,M4,Ricky T
589805.344706898,4744628.96184506,2010/03/24 23:48:12.001+00,M,M4,Ricky T
589802.331586605,4744635.66422865,2010/03/24 23:50:07+00,M,M4,Ricky T
589800.374369489,4744640.3589912,2010/03/24 23:52:10+00,M,M4,Ricky T
589812.781319661,4744639.62123787,2010/03/24 23:54:08.998+00,M,M4,Ricky T
589805.179418328,4744643.50931274,2010/03/24 23:57:09.998+00,M,M4,Ricky T
589811.408234901,4744640.25860986,2010/03/24 23:58:07.998+00,M,M4,Ricky T
589805.753441997,4744638.97420959,2010/03/25 00:00:08.999+00,M,M4,Ricky T
589805.206394007,4744643.32085278,2010/03/25 00:02:12+00,M,M4,Ricky T
589808.963808822,4744641.58171809,2010/03/25 00:04:07.001+00,M,M4,Ricky T
589831.666844016,4744651.5629238,2010/03/25 00:06:12.001+00,M,M4,Ricky T
589834.909950609,4744651.66078397,2010/03/25 00:08:07.001+00,M,M4,Ricky T
589827.8395956,4744660.53152148,2010/03/25 00:10:42+00,M,M4,Ricky T
589866.865306235,4744632.7413626,2010/03/25 00:12:07.999+00,M,M4,Ricky T
589793.266038409,4744657.7813367,2010/03/25 00:14:06.999+00,M,M4,Ricky T
589775.061730802,4744658.14362903,2010/03/25 00:16:10+00,M,M4,Ricky T
589798.615572993,4744648.01069409,2010/03/25 00:18:07.001+00,M,M4,Ricky T
589811.064995234,4744642.76421913,2010/03/25 00:20:05.999+00,M,M4,Ricky T
589784.731892396,4744651.69466688,2010/03/25 00:22:07.999+00,M,M4,Ricky T
589785.782321607,4744658.25014647,2010/03/25 00:24:07+00,M,M4,Ricky T
589776.771450813,4744673.04874989,2010/03/25 00:26:07.001+00,M,M4,Ricky T
589784.343736963,4744662.02983225,2010/03/25 00:28:39.998+00,M,M4,Ricky T
589786.738491994,4744663.26058173,2010/03/25 00:30:08.001+00,M,M4,Ricky T
589789.814863049,4744652.960484,2010/03/25 00:40:16+00,M,M4,Ricky T
589756.31362786,4744648.19197054,2010/03/25 01:01:04.001+00,M,M4,Ricky T
589773.095233463,4744661.67208662,2010/03/25 01:57:56+00,M,M4,Ricky T
589763.999945773,4744660.387274,2010/03/25 01:58:05.998+00,M,M4,Ricky T
589740.509519581,4744657.51534541,2010/03/25 02:01:45.999+00,M,M4,Ricky T
589759.656393585,4744568.57916417,2010/03/25 02:02:13.001+00,M,M4,Ricky T
589736.91079662,4744632.66743206,2010/03/25 02:04:04.998+00,M,M4,Ricky T
589689.145101146,4744586.16358656,2010/03/25 02:08:12.998+00,M,M4,Ricky T
589687.051988524,4744593.76653165,2010/03/25 02:10:11.998+00,M,M4,Ricky T
589687.536676266,4744604.23524303,2010/03/25 02:12:08.998+00,M,M4,Ricky T
589683.626984261,4744595.70998211,2010/03/25 02:14:16+00,M,M4,Ricky T
589678.979042817,4744606.21177819,2010/03/25 02:16:11+00,M,M4,Ricky T
589682.337806186,4744592.41674469,2010/03/25 02:20:13+00,M,M4,Ricky T
589683.167373225,4744586.45221496,2010/03/25 02:22:06.998+00,M,M4,Ricky T
589677.090893348,4744596.20236537,2010/03/25 02:24:15.999+00,M,M4,Ricky T
589685.64040252,4744599.86786295,2010/03/25 02:26:15+00,M,M4,Ricky T
589642.356092989,4744558.74280189,2010/03/25 02:42:37.999+00,M,M4,Ricky T
589607.96477336,4744541.3241549,2010/03/25 02:44:11.999+00,M,M4,Ricky T
589582.83028919,4744513.40827022,2010/03/25 02:46:11.999+00,M,M4,Ricky T
589541.840706367,4744484.26441173,2010/03/25 02:48:09+00,M,M4,Ricky T
589520.290671731,4744428.28467883,2010/03/25 02:50:11+00,M,M4,Ricky T
589489.098421393,4744419.31593044,2010/03/25 02:52:11.001+00,M,M4,Ricky T
589493.723928121,4744399.83961774,2010/03/25 02:54:11.999+00,M,M4,Ricky T
589494.847069161,4744403.34168132,2010/03/25 02:56:21.999+00,M,M4,Ricky T
589496.171078128,4744376.93637725,2010/03/25 02:58:07+00,M,M4,Ricky T
589487.658095307,4744328.31223122,2010/03/25 03:00:28.001+00,M,M4,Ricky T
589451.035248451,4744268.03850904,2010/03/25 03:02:08.999+00,M,M4,Ricky T
589400.555783506,4744202.34274376,2010/03/25 03:04:07.999+00,M,M4,Ricky T
589361.684384843,4744165.33079369,2010/03/25 03:06:18.001+00,M,M4,Ricky T
589378.820874156,4744142.18507052,2010/03/25 03:08:18.999+00,M,M4,Ricky T
589406.984690735,4744154.12382067,2010/03/25 03:10:17.001+00,M,M4,Ricky T
589445.271045233,4744183.9424855,2010/03/25 03:12:07+00,M,M4,Ricky T
589475.494618467,4744181.38090686,2010/03/25 03:14:12.998+00,M,M4,Ricky T
589473.65850563,4744197.51708735,2010/03/25 03:16:08.999+00,M,M4,Ricky T
589468.530244331,4744209.76761085,2010/03/25 03:18:09+00,M,M4,Ricky T
589478.688050531,4744201.03660032,2010/03/25 03:20:08+00,M,M4,Ricky T
589463.013989748,4744176.40956028,2010/03/25 03:22:09.998+00,M,M4,Ricky T
589510.708848744,4744264.52705399,2010/03/25 03:24:08+00,M,M4,Ricky T
589526.232210028,4744270.54876141,2010/03/25 03:26:31.001+00,M,M4,Ricky T
589538.979673284,4744262.52901946,2010/03/25 03:28:20.999+00,M,M4,Ricky T
589535.118973743,4744262.14560709,2010/03/25 03:30:07.998+00,M,M4,Ricky T
589531.227533146,4744265.38253703,2010/03/25 03:32:12.998+00,M,M4,Ricky T
589586.85917385,4744277.93480007,2010/03/25 03:34:09+00,M,M4,Ricky T
589573.965332567,4744299.71358579,2010/03/25 03:36:09.998+00,M,M4,Ricky T
589572.435802312,4744307.34610774,2010/03/25 03:38:10.999+00,M,M4,Ricky T
589575.529247854,4744295.09139122,2010/03/25 03:40:18.001+00,M,M4,Ricky T
589585.617577624,4744286.04864896,2010/03/25 03:42:10.999+00,M,M4,Ricky T
589563.535674732,4744304.84239195,2010/03/25 03:44:22.001+00,M,M4,Ricky T
589587.459959932,4744279.49753819,2010/03/25 03:46:06.999+00,M,M4,Ricky T
589591.869180765,4744284.83054161,2010/03/25 03:50:17.998+00,M,M4,Ricky T
589626.94190493,4744332.24567347,2010/03/25 03:58:34+00,M,M4,Ricky T
589601.466582336,4744370.64263384,2010/03/25 04:00:24.999+00,M,M4,Ricky T
589621.454304377,4744348.85629391,2010/03/25 04:03:10+00,M,M4,Ricky T
589630.920362005,4744334.25223111,2010/03/25 04:05:50.998+00,M,M4,Ricky T
589629.531889409,4744329.79152432,2010/03/25 04:06:11.998+00,M,M4,Ricky T
589626.926000594,4744333.46718908,2010/03/25 04:08:39.999+00,M,M4,Ricky T
589632.734809245,4744362.48654554,2010/03/25 04:10:08.998+00,M,M4,Ricky T
589625.676748547,4744335.26129459,2010/03/25 04:12:11.998+00,M,M4,Ricky T
589627.24058587,4744341.94559788,2010/03/25 04:15:22+00,M,M4,Ricky T
589615.0723524,4744345.65226141,2010/03/25 04:16:55.998+00,M,M4,Ricky T
589632.063305148,4744328.06964712,2010/03/25 04:21:20.001+00,M,M4,Ricky T
589634.371953238,4744307.05275823,2010/03/25 06:01:26.998+00,M,M4,Ricky T
589600.134121978,4744343.66964676,2010/03/25 07:01:34.001+00,M,M4,Ricky T
589603.068840295,4744285.2206574,2010/03/25 08:45:51+00,M,M4,Ricky T
589599.459548037,4744279.96469774,2010/03/25 08:46:08+00,M,M4,Ricky T
589600.045925272,4744279.49474762,2010/03/25 08:48:12.998+00,M,M4,Ricky T
589583.307340784,4744271.402342,2010/03/25 08:50:06.998+00,M,M4,Ricky T
589579.217614337,4744269.15002107,2010/03/25 08:52:08.999+00,M,M4,Ricky T
589531.154138119,4744225.15360801,2010/03/25 08:54:07.001+00,M,M4,Ricky T
589534.576104545,4744227.85258305,2010/03/25 08:56:05.998+00,M,M4,Ricky T
589517.244378511,4744213.82172529,2010/03/25 08:58:29+00,M,M4,Ricky T
589544.006015443,4744132.45879357,2010/03/25 09:00:22.999+00,M,M4,Ricky T
589590.176194182,4744068.89687784,2010/03/25 09:02:46.999+00,M,M4,Ricky T
589594.177130691,4744060.39689229,2010/03/25 09:05:04.998+00,M,M4,Ricky T
589577.853169544,4744059.34036811,2010/03/25 09:06:16.001+00,M,M4,Ricky T
589571.737254799,4744083.4064581,2010/03/25 09:08:28.998+00,M,M4,Ricky T
589615.194503566,4744016.71067047,2010/03/25 09:10:23.999+00,M,M4,Ricky T
589585.286763838,4744040.78917847,2010/03/25 09:12:12.999+00,M,M4,Ricky T
589575.445099066,4744020.1695098,2010/03/25 09:14:13+00,M,M4,Ricky T
589598.471745757,4743975.95405502,2010/03/25 09:16:40.001+00,M,M4,Ricky T
589605.524040406,4743985.45309962,2010/03/25 09:19:06.999+00,M,M4,Ricky T
589806.504752854,4743825.23849894,2010/03/25 09:25:39.999+00,M,M4,Ricky T
589807.218917098,4743816.22928087,2010/03/25 09:26:09.998+00,M,M4,Ricky T
589806.118781965,4743822.24579731,2010/03/25 09:28:17.998+00,M,M4,Ricky T
589838.22375447,4743847.88767386,2010/03/25 09:30:11+00,M,M4,Ricky T
589855.034857719,4743814.78734698,2010/03/25 09:32:14.998+00,M,M4,Ricky T
589928.294828172,4743838.32353073,2010/03/25 09:35:31.998+00,M,M4,Ricky T
589960.839290025,4743840.92558927,2010/03/25 09:36:07.001+00,M,M4,Ricky T
590050.936084153,4743803.17487932,2010/03/25 09:39:45.998+00,M,M4,Ricky T
590061.336733891,4743804.0994904,2010/03/25 09:40:07.998+00,M,M4,Ricky T
590036.648119232,4743752.00881909,2010/03/25 09:42:20.999+00,M,M4,Ricky T
590031.674762573,4743747.31234001,2010/03/25 09:44:12.001+00,M,M4,Ricky T
590088.771433368,4743746.85969334,2010/03/25 09:46:15.998+00,M,M4,Ricky T
590159.160677667,4743804.24695739,2010/03/25 09:48:48.999+00,M,M4,Ricky T
590225.847136845,4743749.93192862,2010/03/25 09:50:06.999+00,M,M4,Ricky T
590263.867790876,4743773.75412062,2010/03/25 09:52:27+00,M,M4,Ricky T
590273.841520703,4743801.00717829,2010/03/25 09:54:08.998+00,M,M4,Ricky T
590273.805558576,4743793.77631701,2010/03/25 09:56:09.001+00,M,M4,Ricky T
590294.943037356,4743766.87567584,2010/03/25 09:58:40.001+00,M,M4,Ricky T
590338.99017346,4743763.05527836,2010/03/25 10:00:47+00,M,M4,Ricky T
590334.091848367,4743785.04869937,2010/03/25 10:02:18.001+00,M,M4,Ricky T
590327.072294282,4743783.07958806,2010/03/25 10:04:06.999+00,M,M4,Ricky T
590324.958081711,4743795.33574118,2010/03/25 10:06:07.999+00,M,M4,Ricky T
590314.173145006,4743797.5377492,2010/03/25 10:08:23+00,M,M4,Ricky T
590337.145028354,4743819.58583591,2010/03/25 10:10:10.998+00,M,M4,Ricky T
590327.460252435,4743821.41352705,2010/03/25 10:12:10.999+00,M,M4,Ricky T
590306.054513862,4743845.08963931,2010/03/25 10:14:12.001+00,M,M4,Ricky T
590290.104599559,4743846.01331832,2010/03/25 10:16:11+00,M,M4,Ricky T
590283.395913088,4743865.2174892,2010/03/25 10:18:07.998+00,M,M4,Ricky T
590273.03594156,4743869.30214508,2010/03/25 10:20:13.998+00,M,M4,Ricky T
590220.274761943,4743845.22006281,2010/03/25 10:22:46.999+00,M,M4,Ricky T
590217.303289306,4743849.31277494,2010/03/25 10:24:12.001+00,M,M4,Ricky T
590223.088362655,4743829.47447233,2010/03/25 10:26:08.001+00,M,M4,Ricky T
590232.602027844,4743813.88333035,2010/03/25 10:28:10.998+00,M,M4,Ricky T
590235.557695412,4743824.71767165,2010/03/25 10:30:13.001+00,M,M4,Ricky T
590239.699732113,4743805.52424291,2010/03/25 10:32:07.001+00,M,M4,Ricky T
590270.437071787,4743811.31388165,2010/03/25 10:35:01.001+00,M,M4,Ricky T
590262.370447771,4743816.89469469,2010/03/25 10:36:07+00,M,M4,Ricky T
590295.690772355,4743812.0670919,2010/03/25 10:38:21.001+00,M,M4,Ricky T
590285.649104336,4743799.35163451,2010/03/25 10:40:09.999+00,M,M4,Ricky T
590292.696175395,4743793.61309097,2010/03/25 10:42:30.999+00,M,M4,Ricky T
590279.684803848,4743809.78025743,2010/03/25 10:44:24.001+00,M,M4,Ricky T
590272.563047953,4743770.7249595,2010/03/25 10:46:40.998+00,M,M4,Ricky T
590276.781237957,4743858.55564849,2010/03/25 10:50:16.999+00,M,M4,Ricky T
590284.906646197,4743778.68364108,2010/03/25 11:00:28.999+00,M,M4,Ricky T
590289.438493038,4743798.33509559,2010/03/25 12:00:28+00,M,M4,Ricky T
590286.862796374,4743784.08488271,2010/03/25 13:00:44+00,M,M4,Ricky T
590288.797908534,4743810.41066513,2010/03/25 14:01:14+00,M,M4,Ricky T
590293.890808542,4743796.62753766,2010/03/25 15:00:21.999+00,M,M4,Ricky T
590289.056582366,4743797.54151923,2010/03/25 15:40:23+00,M,M4,Ricky T
590288.694281085,4743793.38290327,2010/03/25 15:50:34.998+00,M,M4,Ricky T
590287.188859528,4743781.03484643,2010/03/25 16:00:52.001+00,M,M4,Ricky T
590292.329424806,4743786.67776887,2010/03/25 16:10:47.001+00,M,M4,Ricky T
590286.814743197,4743803.95394213,2010/03/25 16:20:14.998+00,M,M4,Ricky T
590287.334578578,4743768.05315398,2010/03/25 16:30:15.998+00,M,M4,Ricky T
590291.198893038,4743796.2257167,2010/03/25 17:00:50+00,M,M4,Ricky T
590291.306293318,4743840.38692972,2010/03/25 17:51:08.998+00,M,M4,Ricky T
590290.447026052,4743766.92777866,2010/03/25 17:52:53+00,M,M4,Ricky T
590294.77500593,4743808.97855592,2010/03/25 17:54:19.999+00,M,M4,Ricky T
590289.953500902,4743826.99685304,2010/03/25 17:56:06.999+00,M,M4,Ricky T
590291.527762942,4743805.42628646,2010/03/25 17:58:08+00,M,M4,Ricky T
590299.303533773,4743780.27187939,2010/03/25 18:00:07+00,M,M4,Ricky T
590300.502851634,4743743.66918172,2010/03/25 18:02:24.001+00,M,M4,Ricky T
590282.469594066,4743807.46217735,2010/03/25 18:10:28.998+00,M,M4,Ricky T
590285.152187429,4743797.97900757,2010/03/25 19:00:45.999+00,M,M4,Ricky T
590293.948254892,4743800.34899885,2010/03/25 20:00:56.999+00,M,M4,Ricky T
590287.413759741,4743798.16415747,2010/03/25 21:00:49.999+00,M,M4,Ricky T
590281.489489436,4743799.93016368,2010/03/25 22:00:57+00,M,M4,Ricky T
590295.174376342,4743802.20877339,2010/03/25 23:00:44+00,M,M4,Ricky T
590279.389530338,4744062.90673013,2010/03/26 00:57:58.998+00,M,M4,Ricky T
590284.333021064,4744056.7629735,2010/03/26 00:58:13.001+00,M,M4,Ricky T
590285.116584072,4744066.81361131,2010/03/26 01:00:10.001+00,M,M4,Ricky T
590272.345153109,4744082.17314911,2010/03/26 01:02:36.001+00,M,M4,Ricky T
590320.600298146,4744089.49225342,2010/03/26 01:04:17.999+00,M,M4,Ricky T
590250.196497563,4744183.16378739,2010/03/26 01:06:22+00,M,M4,Ricky T
590256.188077876,4744214.26306264,2010/03/26 01:08:25.001+00,M,M4,Ricky T
590241.277743434,4744217.62169885,2010/03/26 01:10:16+00,M,M4,Ricky T
590272.71519911,4744277.0765548,2010/03/26 01:16:46.998+00,M,M4,Ricky T
590268.823949548,4744311.43376856,2010/03/26 01:19:44.001+00,M,M4,Ricky T
590274.271178958,4744279.95135544,2010/03/26 01:20:12.999+00,M,M4,Ricky T
590200.403429845,4744169.13883852,2010/03/26 01:22:42+00,M,M4,Ricky T
590145.639907269,4744079.05788183,2010/03/26 01:27:07.999+00,M,M4,Ricky T
590118.655533687,4744083.8469389,2010/03/26 01:33:15.999+00,M,M4,Ricky T
590108.411575491,4744079.72558257,2010/03/26 01:34:14.998+00,M,M4,Ricky T
590080.12901275,4744032.574511,2010/03/26 01:36:24.999+00,M,M4,Ricky T
590082.233121878,4744015.43126284,2010/03/26 01:38:43.001+00,M,M4,Ricky T
590129.336489516,4743988.41458364,2010/03/26 01:40:40+00,M,M4,Ricky T
590130.887982044,4743965.42204882,2010/03/26 01:42:21+00,M,M4,Ricky T
590126.063152018,4743979.36428943,2010/03/26 01:44:16+00,M,M4,Ricky T
590140.111250183,4743966.98666091,2010/03/26 01:46:06.998+00,M,M4,Ricky T
590113.302156802,4743929.62855539,2010/03/26 01:48:11.998+00,M,M4,Ricky T
590102.339853342,4743914.1802042,2010/03/26 01:50:12.999+00,M,M4,Ricky T
590084.723038155,4743940.07235055,2010/03/26 01:52:13.001+00,M,M4,Ricky T
590045.566588286,4743971.24717648,2010/03/26 01:54:10.999+00,M,M4,Ricky T
590005.052962931,4743936.84232909,2010/03/26 01:56:08.001+00,M,M4,Ricky T
590000.371722784,4743927.94029339,2010/03/26 01:58:17.998+00,M,M4,Ricky T
589990.62914733,4743921.70431971,2010/03/26 02:00:12+00,M,M4,Ricky T
589989.979347349,4743852.61290954,2010/03/26 02:02:11.999+00,M,M4,Ricky T
589968.979380702,4743854.09329175,2010/03/26 02:04:08.001+00,M,M4,Ricky T
589987.645145689,4743873.61825787,2010/03/26 02:06:08.999+00,M,M4,Ricky T
589989.255219633,4743874.87213295,2010/03/26 02:08:18.001+00,M,M4,Ricky T
590003.579020117,4743833.89839402,2010/03/26 02:10:51.999+00,M,M4,Ricky T
590011.321578918,4743819.32782581,2010/03/26 02:12:39.998+00,M,M4,Ricky T
590009.671783154,4743796.10461604,2010/03/26 02:14:09+00,M,M4,Ricky T
590037.342169597,4743695.18553887,2010/03/26 02:16:06.001+00,M,M4,Ricky T
590019.739673341,4743738.71528214,2010/03/26 02:18:04.998+00,M,M4,Ricky T
590091.84642204,4743754.84113471,2010/03/26 02:20:18.999+00,M,M4,Ricky T
590028.470706355,4743703.56606217,2010/03/26 02:22:06.999+00,M,M4,Ricky T
590001.365967864,4743713.70741053,2010/03/26 02:24:25.001+00,M,M4,Ricky T
589973.009316996,4743619.50845825,2010/03/26 02:26:06.999+00,M,M4,Ricky T
589980.373785052,4743513.17041829,2010/03/26 02:28:07+00,M,M4,Ricky T
589965.200403646,4743437.09206367,2010/03/26 02:30:06.998+00,M,M4,Ricky T
589972.737806841,4743371.93945762,2010/03/26 02:32:14.998+00,M,M4,Ricky T
589979.174027969,4743368.54720325,2010/03/26 02:34:14+00,M,M4,Ricky T
589966.185142066,4743379.23970835,2010/03/26 02:36:07.998+00,M,M4,Ricky T
589922.242111867,4743269.14387332,2010/03/26 02:38:07.999+00,M,M4,Ricky T
589887.05230867,4743303.04813541,2010/03/26 02:40:05.998+00,M,M4,Ricky T
589899.187529047,4743279.48293666,2010/03/26 02:42:12+00,M,M4,Ricky T
589898.947515597,4743283.46705935,2010/03/26 02:44:06.998+00,M,M4,Ricky T
589903.544977011,4743298.83192689,2010/03/26 02:46:23.998+00,M,M4,Ricky T
589886.732459931,4743283.71854101,2010/03/26 02:48:12.999+00,M,M4,Ricky T
589881.944003442,4743308.65690851,2010/03/26 02:51:00+00,M,M4,Ricky T
589800.080735998,4743212.92763838,2010/03/26 03:02:23+00,M,M4,Ricky T
589811.963129097,4743222.52317788,2010/03/26 03:05:07+00,M,M4,Ricky T
589805.530765097,4743216.84158178,2010/03/26 03:06:06.999+00,M,M4,Ricky T
589781.831816414,4743219.55353553,2010/03/26 03:08:11.999+00,M,M4,Ricky T
589728.899502105,4743240.08822797,2010/03/26 03:10:06.999+00,M,M4,Ricky T
589736.333333552,4743251.09173556,2010/03/26 03:12:08+00,M,M4,Ricky T
589707.105391022,4743276.66692707,2010/03/26 03:14:13.001+00,M,M4,Ricky T
589693.395355553,4743296.93549918,2010/03/26 03:16:06.999+00,M,M4,Ricky T
589679.732287739,4743292.89246288,2010/03/26 03:18:08.999+00,M,M4,Ricky T
589687.864906402,4743291.66559698,2010/03/26 03:20:11.001+00,M,M4,Ricky T
589696.696598536,4743294.50173897,2010/03/26 03:22:07.001+00,M,M4,Ricky T
589671.281352404,4743264.58286934,2010/03/26 03:24:09.998+00,M,M4,Ricky T
589648.285604064,4743266.03828699,2010/03/26 03:26:06.999+00,M,M4,Ricky T
589626.225984622,4743271.55985637,2010/03/26 03:28:07+00,M,M4,Ricky T
589628.216236823,4743271.25256469,2010/03/26 03:30:08.998+00,M,M4,Ricky T
589645.753448041,4743299.18059132,2010/03/26 03:32:07.999+00,M,M4,Ricky T
589731.568574492,4743349.52258192,2010/03/26 03:34:07.001+00,M,M4,Ricky T
589723.47253463,4743366.7655258,2010/03/26 03:36:05.998+00,M,M4,Ricky T
589729.249334428,4743365.04153901,2010/03/26 03:38:08.001+00,M,M4,Ricky T
589740.475595327,4743364.13271526,2010/03/26 03:40:12.998+00,M,M4,Ricky T
589686.931912672,4743338.82298028,2010/03/26 03:42:07.999+00,M,M4,Ricky T
589719.468921972,4743352.21930293,2010/03/26 03:44:07.001+00,M,M4,Ricky T
589724.280689405,4743229.46571093,2010/03/26 03:46:04.998+00,M,M4,Ricky T
589706.517630263,4743272.21664835,2010/03/26 03:48:09.001+00,M,M4,Ricky T
589743.962231344,4743346.21885305,2010/03/26 03:50:10.001+00,M,M4,Ricky T
589695.431330291,4743397.90949819,2010/03/26 03:52:06.999+00,M,M4,Ricky T
589732.075176748,4743468.08058198,2010/03/26 03:54:08+00,M,M4,Ricky T
589731.778537213,4743508.40463289,2010/03/26 03:56:08+00,M,M4,Ricky T
589733.815568129,4743521.43696138,2010/03/26 03:58:08+00,M,M4,Ricky T
589698.344606428,4743521.2524463,2010/03/26 04:00:22.999+00,M,M4,Ricky T
589676.810859387,4743518.46187337,2010/03/26 04:02:07+00,M,M4,Ricky T
589683.484800797,4743522.52494615,2010/03/26 04:04:13.001+00,M,M4,Ricky T
589686.248158139,4743531.25737442,2010/03/26 04:06:10.998+00,M,M4,Ricky T
589687.314812502,4743524.04089897,2010/03/26 04:08:17.998+00,M,M4,Ricky T
589678.339858328,4743520.30326275,2010/03/26 04:10:11+00,M,M4,Ricky T
589677.669880038,4743517.77334826,2010/03/26 04:12:06.998+00,M,M4,Ricky T
589686.739720429,4743526.77672787,2010/03/26 04:14:34.999+00,M,M4,Ricky T
589686.965505674,4743523.24778344,2010/03/26 04:20:46+00,M,M4,Ricky T
589694.959510675,4743519.46461914,2010/03/26 04:30:15.001+00,M,M4,Ricky T
589730.447645793,4743350.86297474,2010/03/26 04:35:32.001+00,M,M4,Ricky T
589748.182147113,4743320.96200914,2010/03/26 04:36:13.999+00,M,M4,Ricky T
589813.517451346,4743251.25390377,2010/03/26 04:38:06.001+00,M,M4,Ricky T
589813.64544368,4743243.94745759,2010/03/26 04:40:12.998+00,M,M4,Ricky T
589815.576601292,4743245.03887522,2010/03/26 04:42:07+00,M,M4,Ricky T
589815.618941524,4743234.8991395,2010/03/26 04:44:06.998+00,M,M4,Ricky T
589806.148332391,4743235.29762847,2010/03/26 04:46:08.999+00,M,M4,Ricky T
589815.20378985,4743244.16770104,2010/03/26 04:48:10.999+00,M,M4,Ricky T
589816.605510341,4743246.99594324,2010/03/26 04:50:08.001+00,M,M4,Ricky T
589808.536330013,4743247.11283074,2010/03/26 04:52:06.999+00,M,M4,Ricky T
589809.348202977,4743240.01522196,2010/03/26 05:00:51.999+00,M,M4,Ricky T
589815.876595684,4743232.69229497,2010/03/26 05:10:58.999+00,M,M4,Ricky T
590102.982111124,4742964.37650925,2010/03/26 06:41:56.999+00,M,M4,Ricky T
590100.351494981,4742957.38938102,2010/03/26 06:42:05.998+00,M,M4,Ricky T
590086.056094917,4742926.03734272,2010/03/26 06:44:07.999+00,M,M4,Ricky T
590100.306344187,4742892.73747085,2010/03/26 06:46:18+00,M,M4,Ricky T
590086.598257822,4742878.34173921,2010/03/26 06:48:12.001+00,M,M4,Ricky T
590096.552638689,4742875.99519515,2010/03/26 06:50:12.998+00,M,M4,Ricky T
590104.062261952,4742883.06836589,2010/03/26 06:52:23+00,M,M4,Ricky T
590096.110190639,4742867.32628649,2010/03/26 06:54:15.998+00,M,M4,Ricky T
590076.814227423,4742869.5395355,2010/03/26 06:56:11.999+00,M,M4,Ricky T
590096.07022804,4742882.25298662,2010/03/26 06:58:35.998+00,M,M4,Ricky T
590126.472418146,4742883.99467989,2010/03/26 07:00:39.999+00,M,M4,Ricky T
590090.339772559,4742879.14592915,2010/03/26 07:10:15.001+00,M,M4,Ricky T
590094.523088999,4742875.54659467,2010/03/26 09:17:15.999+00,M,M4,Ricky T
590100.745940578,4742866.0097202,2010/03/26 09:18:10.999+00,M,M4,Ricky T
590119.256804795,4742893.18534386,2010/03/26 09:20:07+00,M,M4,Ricky T
590125.872644988,4742908.58787546,2010/03/26 09:23:24.998+00,M,M4,Ricky T
590119.174684328,4742911.9543662,2010/03/26 09:24:08.998+00,M,M4,Ricky T
590127.321614577,4742922.16795607,2010/03/26 09:26:06.999+00,M,M4,Ricky T
590130.753957544,4742919.73611165,2010/03/26 09:28:08+00,M,M4,Ricky T
590136.788568018,4742915.83894131,2010/03/26 09:30:22.998+00,M,M4,Ricky T
590189.853600738,4742906.68215412,2010/03/26 09:32:05.999+00,M,M4,Ricky T
590126.065685521,4742931.31443756,2010/03/26 09:34:15.001+00,M,M4,Ricky T
590126.945860832,4742941.5106785,2010/03/26 09:36:10.998+00,M,M4,Ricky T
590120.96352205,4742958.28105227,2010/03/26 09:38:06.998+00,M,M4,Ricky T
590154.148630487,4742979.0737423,2010/03/26 09:40:13+00,M,M4,Ricky T
590147.619369896,4743000.77935837,2010/03/26 09:42:08.001+00,M,M4,Ricky T
590109.293502288,4743008.04125844,2010/03/26 09:44:11.998+00,M,M4,Ricky T
590089.065897833,4743026.51339299,2010/03/26 09:46:09.001+00,M,M4,Ricky T
590084.591606302,4743041.11553065,2010/03/26 09:48:14.998+00,M,M4,Ricky T
590081.936913814,4743031.59579609,2010/03/26 09:50:13.999+00,M,M4,Ricky T
590034.119989033,4743163.98270709,2010/03/26 09:52:09+00,M,M4,Ricky T
590150.384240843,4743142.3687958,2010/03/26 09:58:04+00,M,M4,Ricky T
590146.02669691,4743141.17888097,2010/03/26 10:01:10.998+00,M,M4,Ricky T
590121.499592998,4743227.12258924,2010/03/26 10:06:07.001+00,M,M4,Ricky T
590118.854924819,4743224.96662253,2010/03/26 10:09:43.998+00,M,M4,Ricky T
590125.125884395,4743267.9422777,2010/03/26 10:20:13.001+00,M,M4,Ricky T
590141.810798062,4743274.03605006,2010/03/26 10:31:45.999+00,M,M4,Ricky T
590150.479979291,4743246.19429309,2010/03/26 10:34:03.998+00,M,M4,Ricky T
590145.386515299,4743233.16624137,2010/03/26 10:36:07+00,M,M4,Ricky T
590168.183286688,4743173.26707964,2010/03/26 10:38:11.001+00,M,M4,Ricky T
590174.151762395,4743157.55168593,2010/03/26 10:40:10.998+00,M,M4,Ricky T
590163.135535013,4743182.34169597,2010/03/26 10:42:14.001+00,M,M4,Ricky T
590177.748567024,4743156.91017877,2010/03/26 10:44:19.998+00,M,M4,Ricky T
590185.578116966,4743170.10736446,2010/03/26 10:46:07+00,M,M4,Ricky T
590203.393214368,4743138.60921949,2010/03/26 10:48:26.999+00,M,M4,Ricky T
590227.646895066,4743149.74476512,2010/03/26 10:50:20.001+00,M,M4,Ricky T
590225.542080812,4743144.44156365,2010/03/26 10:52:12+00,M,M4,Ricky T
590232.796385633,4743187.18586747,2010/03/26 10:54:40.001+00,M,M4,Ricky T
590227.586128104,4743159.37337008,2010/03/26 10:56:07.999+00,M,M4,Ricky T
590201.839122655,4743149.29560036,2010/03/26 11:01:21.999+00,M,M4,Ricky T
590241.545635617,4743168.86360084,2010/03/26 11:10:24.998+00,M,M4,Ricky T
